period,position,final_seniority,final_salary,frequency
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4250 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,4500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,5400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,3500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,6000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Head,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,11400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,4985 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5090 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4150 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,4950 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,1000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,750 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Intern/Trainee,700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,5000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,3686 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,5000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3100 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,1600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7409 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,1800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,1300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,4500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,1100 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3750 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,6800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,4500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2900 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3100 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,1850 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Intern/Trainee,550 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,750 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,1300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,5600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,5800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,4700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,6577 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Intern/Trainee,1000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,9400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,900 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1450 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,8800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,360 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,3700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,6000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4350 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,550 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,4000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2550 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,4700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,5400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2940 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Head,6000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2650 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,3620 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,665 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1900 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2400 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,5300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,6040 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7125 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1510 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1890 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4750 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,8500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,1280 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,5200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,1500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,8700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,4650 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,1350 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,6500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4235 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3100 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,1500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2700 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,3200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,3200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1100 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,1300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,600 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,2200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,6000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,3800 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,4200 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,1550 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,4500 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,7300 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,9000 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,760 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,8780 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,2750 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,650 nan nan,1
2023_H1,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,5500 nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Head,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Head,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Intern/Trainee,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Team Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Tech Lead,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,nan nan nan,1
2023_H2,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Intern/Trainee,nan nan nan,1
